NLSitNummer;DatumFileBegin;DatumFileEind;TijdFileBegin;TijdFileEind;FileZwaarte;GemLengte;FileDuur;HectometerKop;HectometerStaart;RouteLet;RouteNum;RouteOms;hectometreringsrichting;KopWegvakVan;KopWegvakNaar;TrajVan;TrajNaar;OorzaakGronddetail;OorzaakVerloop;OorzaakCodeVerloop;OorzaakCode;Oorzaak_1;Oorzaak_2;Oorzaak_3;Oorzaak_4
3742946;2023-10-02;2023-10-02;8:26:29;8:40:08;45,223;3313,000;13,650;18,9;21,5;A;58;A58;aflopend;Oirschot;Best;Tilburg;Eindhoven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 14];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742947;2023-10-02;2023-10-02;8:27:29;8:36:07;24,543;2843,000;8,633;7,3;10,4;A;8;A8;aflopend;Zaanstad-Koog;Zaandam;Zaandam;Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 9];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742948;2023-10-02;2023-10-02;8:27:29;8:29:00;4,398;2900,000;1,517;0,0;2,9;N;11;N11;aflopend;Zoeterwoude-Weipoort/Rijndijk;A4: Zoeterwoude-Rijndijk;Bodegraven;Leiden;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742949;2023-10-02;2023-10-02;8:26:29;8:49:01;99,747;4427,000;22,533;159,6;164,7;N;2;N2;aflopend;Eindhoven-Centrum;Eindhoven-Airport;Leenderheide;Batadorp;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 23];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742950;2023-10-02;2023-10-02;8:26:29;8:29:00;7,047;2800,000;2,517;19,2;22,0;N;35;N35;aflopend;Deventer;Heino-Zuid;Almelo;Zwolle;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;[Geen oorzaakcode opgegeven door VWM 3];[000];002;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742952;2023-10-02;2023-10-02;8:28:29;8:36:06;17,708;2325,000;7,617;200,0;197,8;A;28;A28;oplopend;Groningen-Centrum;Julianaplein;Assen;Groningen;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 8];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742959;2023-10-02;2023-10-02;8:29:29;8:31:05;4,320;2700,000;1,600;18,9;21,6;A;1;A1;aflopend;Naarden;Naarden-Vesting;Amersfoort;Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742960;2023-10-02;2023-10-02;8:29:29;8:31:05;3,200;2000,000;1,600;57,7;59,7;A;1;A1;aflopend;Stroe;Voorthuizen;Apeldoorn;Amersfoort;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742961;2023-10-02;2023-10-02;8:29:29;8:33:01;7,218;2043,000;3,533;110,9;112,9;A;2;A2;aflopend;Empel;Empelbrug;'s-Hertogenbosch;Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742962;2023-10-02;2023-10-02;8:29:29;8:40:08;24,335;2285,000;10,650;135,8;137,9;A;50;A50;aflopend;Ravenstein;Paalgraven;Oss;Eindhoven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 11];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742975;2023-10-02;2023-10-02;8:32:29;8:36:06;7,425;2053,000;3,617;85,0;83,0;A;15;A15;oplopend;Sliedrecht-West;Sliedrecht-Oost;Ridderkerk;Gorinchem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742976;2023-10-02;2023-10-02;8:31:29;8:39:00;24,420;3249,000;7,517;23,3;26,3;A;16;A16;aflopend;Ridderkerk-Noord;Rotterdam-Feijenoord;Breda;Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 8];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742977;2023-10-02;2023-10-02;8:32:29;8:34:00;6,522;4300,000;1,517;34,2;38,5;A;20;A20;aflopend;Terbregseplein;Rotterdam-Crooswijk;Gouda;Hoek van Holland;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742978;2023-10-02;2023-10-02;8:31:29;8:59:01;73,408;2666,000;27,533;13,0;15,1;A;27;A27;aflopend;Oosterhout-Oost;brug over het Wilhelminakanaal;Gorinchem;Breda;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 28];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742979;2023-10-02;2023-10-02;8:31:29;8:36:06;9,402;2036,000;4,617;102,7;104,7;A;27;A27;aflopend;Huizen;Eemnes;Almere;Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742997;2023-10-02;2023-10-02;8:35:29;8:37:00;2,882;1900,000;1,517;110,7;112,6;A;2;A2;aflopend;Empel;Empelbrug;'s-Hertogenbosch;Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743000;2023-10-02;2023-10-02;8:35:29;8:59:00;62,153;2643,000;23,517;33,0;35,4;A;4;A4;aflopend;Zoeterwoude-Rijndijk;Limesaquaduct;Den Haag;Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 24];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743003;2023-10-02;2023-10-02;8:35:29;8:44:00;25,378;2980,000;8,517;43,7;40,8;A;73;A73;oplopend;Maasbree;Venlo-West;Maasbracht;Nijmegen;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 9];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743005;2023-10-02;2023-10-02;8:36:29;8:43:01;13,067;2000,000;6,533;21,6;19,6;N;44;N44;oplopend;Wassenaar;Voorschoten;Wassenaar;Den Haag;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 7];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743006;2023-10-02;2023-10-02;8:36:29;8:39:00;5,033;2000,000;2,517;27,0;25,0;N;44;N44;oplopend;Wassenaar-Zuid;Scheveningen;Wassenaar;Den Haag;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743028;2023-10-02;2023-10-02;8:41:29;8:48:00;16,537;2538,000;6,517;43,2;40,9;A;20;A20;oplopend;Prins Alexander;Nieuwerkerk aan den IJssel;Hoek van Holland;Gouda;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 7];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743029;2023-10-02;2023-10-02;8:41:29;8:57:00;51,047;3290,000;15,517;102,8;105,3;A;27;A27;aflopend;Huizen;Eemnes;Almere;Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 16];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743030;2023-10-02;2023-10-02;8:41:29;8:47:00;16,823;3050,000;5,517;1,8;4,8;A;28;A28;aflopend;Utrecht-De Uithof;Rijnsweerd;Amersfoort;Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 6];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743031;2023-10-02;2023-10-02;8:41:29;8:43:00;7,432;4900,000;1,517;107,8;112,7;A;2;A2;aflopend;Empel;Kerkdriel;'s-Hertogenbosch;Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743032;2023-10-02;2023-10-02;8:41:29;8:43:00;3,033;2000,000;1,517;110,9;112,9;A;2;A2;aflopend;Empel;Empelbrug;'s-Hertogenbosch;Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743071;2023-10-02;2023-10-02;8:48:28;8:54:00;17,652;3190,000;5,533;163,9;166,2;A;2;A2;aflopend;De Hogt;Batadorp;Maastricht;Eindhoven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 6];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743072;2023-10-02;2023-10-02;8:48:28;8:50:06;3,430;2100,000;1,633;78,5;80,6;A;2;A2;aflopend;Everdingen;Everdingen;'s-Hertogenbosch;Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743073;2023-10-02;2023-10-02;8:48:28;8:50:06;3,757;2300,000;1,633;30,2;32,5;A;67;A67;aflopend;Someren;Geldrop;Venlo;Eindhoven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743074;2023-10-02;2023-10-02;8:49:29;8:52:00;5,788;2300,000;2,517;146,9;149,2;A;12;A12;aflopend;Oud-Dijk;Zevenaar;Duitse grens;Arnhem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743075;2023-10-02;2023-10-02;8:49:29;9:00:08;37,427;3514,000;10,650;1,8;4,7;A;28;A28;aflopend;Utrecht-De Uithof;Rijnsweerd;Amersfoort;Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 11];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743111;2023-10-02;2023-10-02;8:57:28;9:20:01;70,152;3111,000;22,550;16,0;13,1;A;10;A10;oplopend;Amsterdam-Rivierenbuurt;Amstel;Knooppunt Amstel;Knooppunt De Nieuwe Meer;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 23];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743112;2023-10-02;2023-10-02;8:57:28;9:00:08;8,800;3300,000;2,667;4,0;7,3;A;1;A1;aflopend;Diemen-Noord;Watergraafsmeer;Amersfoort;Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743113;2023-10-02;2023-10-02;8:57:28;8:59:00;3,373;2200,000;1,533;43,3;41,1;A;4;A4;oplopend;Zoeterwoude-Dorp;Leidschendam;Amsterdam;Den Haag;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743114;2023-10-02;2023-10-02;8:58:29;9:00:08;3,960;2400,000;1,650;3,5;1,1;A;10;A10;oplopend;Landsmeer;Volendam;Knooppunt Coenplein;Knooppunt Watergraafsmeer;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743115;2023-10-02;2023-10-02;8:58:29;9:00:08;3,795;2300,000;1,650;27,0;29,3;A;28;A28;aflopend;Amersfoort-Vathorst;Hoevelaken;Zwolle;Amersfoort;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743165;2023-10-02;2023-10-02;9:13:28;9:16:02;5,743;2238,000;2,567;145,3;147,5;A;12;A12;aflopend;Oud-Dijk;Zevenaar;Duitse grens;Arnhem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743166;2023-10-02;2023-10-02;9:15:29;9:18:00;5,943;2362,000;2,517;79,6;82,0;A;27;A27;aflopend;De Bilt;Rijnsweerd;Utrecht;Gorinchem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743167;2023-10-02;2023-10-02;9:16:28;9:19:00;4,110;1622,000;2,533;37,4;35,7;A;12;A12;oplopend;Bodegraven;Nieuwerbrug;Den Haag;Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743168;2023-10-02;2023-10-02;9:17:28;9:21:01;9,230;2600,000;3,550;93,5;100,6;A;2;A2;aflopend;Waardenburg;Deil;'s-Hertogenbosch;Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743169;2023-10-02;2023-10-02;9:17:28;9:22:00;11,860;2616,000;4,533;135,8;138,0;A;50;A50;aflopend;Ravenstein;Paalgraven;Oss;Eindhoven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743223;2023-10-02;2023-10-02;10:34:27;10:36:00;4,185;2700,000;1,550;21,3;24,0;N;35;N35;aflopend;Ommen;Deventer;Almelo;Zwolle;Opgehoogde werkzaamheden;[Geen oorzaakcode opgegeven door VWM 2];[000];998;Opgehoogde werkzaamheden;Werkzaamheden gevonden door WiFi-script;Werkzaamheden;Aanleg en gepland onderhoud
3743226;2023-10-02;2023-10-02;10:38:27;10:43:00;14,215;3124,000;4,550;19,2;22,0;N;35;N35;aflopend;Deventer;Heino-Zuid;Almelo;Zwolle;Opgehoogde werkzaamheden;[Geen oorzaakcode opgegeven door VWM 5];[000];998;Opgehoogde werkzaamheden;Werkzaamheden gevonden door WiFi-script;Werkzaamheden;Aanleg en gepland onderhoud
3743227;2023-10-02;2023-10-02;10:39:27;10:43:00;7,755;2185,000;3,550;142,1;144,2;A;12;A12;aflopend;Zevenaar;Duiven;Duitse grens;Arnhem;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743228;2023-10-02;2023-10-02;10:39:27;10:41:00;3,410;2200,000;1,550;100,1;97,9;A;29;A29;oplopend;Hellegatsplein;Volkerakbrug;Rotterdam;Sabina;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743293;2023-10-02;2023-10-02;12:04:28;14:33:00;830,325;5590,000;148,533;129,4;131,5;A;15;A15;aflopend;Tiel;Tiel-West;Nijmegen;Gorinchem;spoedreparatie en files buiten spits zonder oorzaak;[Geen oorzaakcode opgegeven door VWM 77], [Spoedreparatie 68], [Geen oorzaakcode opgegeven door VWM 3];[000], [N32], [000];N32;Spoedreparatie;Spoedreparatie;Spoedreparatie;Ongepland onderhoud
3743294;2023-10-02;2023-10-02;12:08:28;12:35:00;86,717;3268,000;26,533;51,0;47,8;A;9;A9;oplopend;Velsen;Wijkertunnel;Amstelveen;Alkmaar;Te ho(o)g(e) voertuig(en);[Geen oorzaakcode opgegeven door VWM 6], [Te ho(o)g(e) voertuig(en) 2], [Geen oorzaakcode opgegeven door VWM 18];[000], [OHV], [000];OHV;Te ho(o)g(e) voertuig(en);Hoogtemelding;Incident;Incident
3743295;2023-10-02;2023-10-02;12:09:28;12:35:00;71,462;2799,000;25,533;96,3;94,1;A;29;A29;oplopend;Numansdorp;Haringvlietbrug;Rotterdam;Sabina;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 26];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743297;2023-10-02;2023-10-02;12:10:27;12:17:00;14,053;2146,000;6,550;254,3;256,4;N;50;N50;aflopend;Ens;Kampen-Noord;Emmeloord;Zwolle;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 7];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743298;2023-10-02;2023-10-02;12:12:28;12:14:00;3,220;2100,000;1,533;53,7;55,8;A;1;A1;aflopend;Barneveld;Hoevelaken;Amersfoort;Amsterdam;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743393;2023-10-02;2023-10-02;14:28:29;14:31:01;6,432;2539,000;2,533;103,1;105,6;A;12;A12;aflopend;Maanderbroek;Veenendaal;Arnhem;Utrecht;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743394;2023-10-02;2023-10-02;14:29:28;14:34:00;9,067;2000,000;4,533;14,9;2,0;N;59;N59;aflopend;Serooskerke;Brouwershaven/Renesse;Zierikzee;Bruinisse;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743395;2023-10-02;2023-10-02;14:30:29;14:35:01;12,240;2700,000;4,533;76,0;73,3;N;57;N57;oplopend;Gapinge/Serooskerke;Middelburg-Noord/Veere;Vrouwenpolder;Middelburg;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743398;2023-10-02;2023-10-02;14:36:28;14:40:00;7,773;2200,000;3,533;31,3;29,1;A;20;A20;oplopend;Rotterdam-Schiebroek;Rotterdam-Crooswijk;Hoek van Holland;Gouda;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743468;2023-10-02;2023-10-02;15:36:29;15:42:00;11,682;2118,000;5,517;20,9;18,8;N;325;N325;oplopend;A325: Arnhem-Centrum;Winkelcentrum Kronenburg;Arnhem;Knooppunt Velperbroek;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 6];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743471;2023-10-02;2023-10-02;15:38:29;15:42:00;7,130;2027,000;3,517;35,3;33,3;A;4;A4;oplopend;Zoeterwoude-Rijndijk;Zoeterwoude-Dorp;Amsterdam;Den Haag;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743472;2023-10-02;2023-10-02;15:39:29;15:43:00;2,513;715,000;3,517;26,3;26,3;A;12;A12;aflopend;Gouwe verbindingsweg A12 vanuit Utrecht;A20 richting Hoek van Holland;Utrecht;Den Haag;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743473;2023-10-02;2023-10-02;15:40:29;15:42:00;3,185;2100,000;1,517;21,8;23,9;A;12;A12;aflopend;Zevenhuizen;Bleiswijk;Utrecht;Den Haag;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743547;2023-10-02;2023-10-02;16:00:29;16:04:00;7,180;2042,000;3,517;95,7;97,7;A;7;A7;aflopend;Kornwerderzand;P Breezanddijk;Zurich;Den Oever;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;[Geen oorzaakcode opgegeven door VWM 4];[000];002;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743548;2023-10-02;2023-10-02;16:00:29;16:02:00;4,095;2700,000;1,517;3,4;0,7;A;8;A8;oplopend;Zaanstad-Zuid;Zaandam;Amsterdam;Zaandam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743549;2023-10-02;2023-10-02;16:00:29;16:37:01;117,343;3212,000;36,533;19,4;17,3;N;35;N35;oplopend;Deventer;Ommen;Zwolle;Almelo;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;[Geen oorzaakcode opgegeven door VWM 37];[000];002;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743550;2023-10-02;2023-10-02;16:01:29;16:10:04;10,198;1188,000;8,583;19,8;19,8;A;13;A13;oplopend;Kleinpolderplein verbindingsweg A13 vanuit Rijswijk;A20 richting Gouda;Rijswijk;Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 9];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743613;2023-10-02;2023-10-02;16:14:29;16:17:00;5,405;2148,000;2,517;250,4;252,5;N;50;N50;aflopend;Kampen;Kampen-Zuid;Emmeloord;Zwolle;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743614;2023-10-02;2023-10-02;16:15:30;16:59:00;39,150;900,000;43,500;50,7;50,7;A;15;A15;aflopend;Benelux verbindingsweg A15 vanuit Ridderkerk;A4 richting Vlaardingen;Ridderkerk;Europoort;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 44];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743615;2023-10-02;2023-10-02;16:15:30;16:23:01;10,070;1340,000;7,517;22,5;22,5;A;20;A20;aflopend;Kethelplein verbindingsweg A20 vanuit Gouda;A4 richting Hoogvliet;Gouda;Hoek van Holland;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;[Geen oorzaakcode opgegeven door VWM 8];[000];002;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743617;2023-10-02;2023-10-02;16:15:30;16:17:00;3,000;2000,000;1,500;72,3;70,3;A;4;A4;oplopend;Vlaardingen-Oost;Beneluxtunnel;Den Haag;Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743696;2023-10-02;2023-10-02;16:25:30;16:27:02;3,220;2100,000;1,533;30,6;28,5;A;4;A4;oplopend;Hoogmade;Limesaquaduct;Amsterdam;Den Haag;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743697;2023-10-02;2023-10-02;16:25:30;16:29:00;7,433;2124,000;3,500;95,8;97,9;A;7;A7;aflopend;Kornwerderzand;P Breezanddijk;Zurich;Den Oever;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;[Geen oorzaakcode opgegeven door VWM 4];[000];002;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743698;2023-10-02;2023-10-02;16:26:30;16:30:07;8,933;2470,000;3,617;9,4;6,9;A;12;A12;oplopend;Nootdorp;Zoetermeer-Centrum;Den Haag;Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743699;2023-10-02;2023-10-02;16:26:30;16:28:00;3,450;2300,000;1,500;22,5;20,2;A;16;A16;oplopend;Rotterdam-Feijenoord;Ridderkerk-Noord;Rotterdam;Breda;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743783;2023-10-02;2023-10-02;16:41:30;16:45:07;10,667;2949,000;3,617;50,9;54,0;A;1;A1;aflopend;Barneveld;Hoevelaken;Amersfoort;Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743784;2023-10-02;2023-10-02;16:41:30;16:45:07;11,772;3255,000;3,617;32,0;35,4;A;20;A20;aflopend;Rotterdam-Crooswijk;Rotterdam-Schiebroek;Gouda;Hoek van Holland;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
